iter	Passed	Remaining
164	454	2298
165	455	2290
166	457	2280
167	458	2272
168	460	2266
169	462	2258
170	464	2249
171	465	2241
172	467	2232
173	468	2223
174	471	2222
175	473	2214
176	474	2207
177	476	2198
178	477	2190
179	478	2182
180	480	2173
181	482	2167
182	483	2159
183	485	2151
184	486	2143
185	488	2135
186	489	2128
187	490	2120
188	493	2118
189	496	2114
190	497	2108
191	499	2100
192	500	2093
193	502	2088
194	504	2083
195	506	2079
196	520	2121
197	522	2114
198	523	2106
199	524	2099
200	526	2092
201	527	2085
202	529	2078
203	530	2071
204	532	2063
205	533	2057
206	536	2055
207	541	2060
208	543	2055
209	544	2048
210	546	2041
211	547	2034
212	548	2027
213	550	2020
214	551	2013
215	552	2006
216	554	2000
217	555	1993
218	557	1987
219	558	1980
220	560	1975
221	561	1968
222	563	1963
223	564	1957
224	566	1950
225	568	1945
226	569	1939
227	570	1933
228	572	1928
229	574	1922
230	575	1916
231	577	1910
232	578	1904
233	579	1898
234	581	1892
235	584	1892
236	586	1887
237	587	1882
238	589	1876
239	590	1870
240	592	1865
241	593	1859
242	594	1853
243	596	1847
244	597	1841
245	599	1836
246	600	1830
247	601	1824
248	603	1819
249	604	1814
250	606	1810
251	608	1806
252	610	1801
253	611	1795
254	612	1790
255	614	1786
256	616	1782
257	617	1776
258	619	1771
259	620	1766
260	622	1761
261	623	1756
262	624	1751
263	626	1746
264	629	1745
265	631	1741
266	632	1736
267	633	1731
268	635	1726
269	636	1721
270	638	1716
271	639	1712
272	641	1707
273	642	1703
274	648	1709
275	650	1706
276	651	1701
277	653	1697
278	654	1692
279	656	1687
280	657	1683
281	659	1678
282	660	1674
283	662	1670
284	664	1666
285	665	1661
286	667	1657
287	668	1653
288	671	1652
289	673	1649
290	675	1644
291	676	1640
292	678	1638
293	681	1636
294	683	1632
295	684	1629
296	686	1625
297	688	1621
298	689	1617
299	691	1613
300	693	1609
301	694	1606
302	696	1602
303	698	1599
304	700	1595
305	702	1592
306	703	1588
307	706	1586
308	707	1582
309	709	1578
310	710	1574
311	711	1569
312	713	1565
313	714	1561
314	717	1559
315	718	1556
316	723	1558
317	725	1555
318	726	1551
319	728	1548
320	730	1544
321	731	1540
322	733	1536
323	734	1533
324	738	1534
325	740	1531
326	742	1527
327	743	1523
328	745	1519
329	746	1515
330	748	1511
331	749	1507
332	750	1504
333	752	1500
334	753	1496
335	755	1492
336	756	1488
337	758	1486
338	760	1483
339	762	1479
340	764	1476
341	765	1473
342	767	1469
343	768	1466
344	770	1463
345	772	1459
346	773	1455
347	774	1451
348	776	1448
349	777	1444
350	779	1440
351	780	1437
352	782	1434
353	784	1430
354	785	1427
355	787	1423
356	788	1420
357	789	1416
358	791	1412
359	792	1409
360	794	1406
361	795	1402
362	797	1399
363	798	1395
364	800	1391
365	801	1388
366	802	1384
367	804	1381
368	806	1378
369	807	1375
370	809	1372
371	810	1368
372	813	1367
373	815	1364
374	816	1361
375	818	1357
376	819	1354
377	821	1351
378	822	1347
379	824	1344
380	825	1341
381	827	1338
382	829	1335
383	830	1332
384	832	1329
385	833	1326
386	835	1323
387	837	1321
388	841	1321
389	842	1317
390	844	1314
391	845	1311
392	846	1307
393	849	1306
394	851	1303
395	852	1300
396	854	1297
397	855	1294
398	857	1291
399	859	1288
400	860	1285
401	862	1282
402	863	1279
403	866	1278
404	868	1275
405	869	1271
406	871	1269
407	874	1269
408	876	1266
409	878	1263
410	879	1260
411	886	1265
412	889	1264
413	894	1265
414	896	1263
415	898	1260
416	900	1258
417	905	1260
418	907	1257
419	909	1255
420	915	1258
421	922	1263
422	923	1260
423	925	1256
424	927	1254
425	928	1251
426	930	1248
427	932	1245
428	933	1242
429	935	1239
430	936	1236
431	937	1233
432	939	1230
433	941	1227
434	942	1224
435	944	1221
436	945	1218
437	946	1215
438	948	1212
439	950	1209
440	951	1206
441	952	1202
442	954	1199
443	955	1196
444	956	1193
445	958	1190
446	959	1187
447	961	1184
448	963	1182
449	964	1178
450	966	1175
451	967	1173
452	969	1170
453	971	1168
454	973	1165
455	974	1162
456	976	1160
457	978	1158
458	980	1155
459	982	1153
460	984	1151
461	986	1149
462	989	1147
463	991	1145
464	994	1144
465	996	1142
466	998	1139
467	1000	1137
468	1002	1134
469	1003	1132
470	1006	1130
471	1009	1128
472	1012	1127
473	1014	1125
474	1016	1123
475	1018	1120
476	1020	1118
477	1021	1115
478	1023	1113
479	1024	1110
480	1026	1107
481	1030	1107
482	1032	1105
483	1035	1103
484	1037	1101
485	1039	1099
486	1040	1096
487	1042	1093
488	1043	1090
489	1045	1088
490	1047	1086
491	1050	1084
492	1052	1082
493	1055	1081
494	1075	1097
495	1077	1095
496	1079	1092
497	1081	1090
498	1084	1088
499	1088	1088
500	1090	1086
501	1093	1084
502	1098	1085
503	1100	1083
504	1103	1081
505	1105	1079
506	1106	1076
507	1108	1073
508	1115	1076
509	1118	1074
510	1120	1072
511	1138	1085
512	1141	1083
513	1143	1080
514	1145	1078
515	1147	1076
516	1149	1073
517	1151	1071
518	1152	1068
519	1154	1065
520	1156	1063
521	1157	1060
522	1159	1057
523	1161	1054
524	1164	1053
525	1168	1053
526	1171	1051
527	1173	1049
528	1175	1046
529	1176	1043
530	1178	1040
531	1182	1039
532	1184	1037
533	1186	1035
534	1189	1033
535	1191	1031
536	1194	1029
537	1198	1028
538	1199	1026
539	1201	1023
540	1203	1021
541	1205	1018
542	1209	1017
543	1211	1015
544	1213	1012
545	1216	1011
546	1217	1008
547	1219	1005
548	1221	1003
549	1222	1000
550	1224	997
551	1226	995
552	1228	993
553	1230	990
554	1239	993
555	1242	992
556	1245	990
557	1247	988
558	1249	986
559	1252	984
560	1255	982
561	1258	980
562	1260	978
563	1262	975
564	1263	972
565	1266	970
566	1267	968
567	1269	965
568	1271	963
569	1273	960
570	1276	958
571	1278	956
572	1280	953
573	1281	951
574	1284	949
575	1287	947
576	1289	945
577	1291	943
578	1294	941
579	1296	938
580	1298	936
581	1299	933
582	1301	931
583	1303	928
584	1306	926
585	1307	923
586	1309	921
587	1310	918
588	1312	915
589	1314	913
590	1317	911
591	1319	909
592	1321	907
593	1323	904
594	1325	901
595	1326	899
596	1328	896
597	1330	894
598	1331	891
599	1336	890
600	1338	888
601	1340	886
602	1343	884
603	1345	882
604	1347	879
605	1348	876
606	1350	874
607	1352	871
608	1354	869
609	1356	867
610	1367	870
611	1370	868
612	1374	867
613	1376	865
614	1378	862
615	1381	860
616	1385	860
617	1388	858
618	1393	857
619	1394	854
620	1396	852
621	1398	849
622	1401	847
623	1403	845
624	1405	843
625	1407	840
626	1409	838
627	1410	835
628	1413	833
629	1416	831
630	1418	829
631	1420	827
632	1422	824
633	1424	822
634	1426	819
635	1427	817
636	1429	814
637	1431	811
638	1432	809
639	1434	806
640	1436	804
641	1437	801
642	1439	799
643	1441	796
644	1443	794
645	1446	792
646	1448	790
647	1451	788
648	1453	786
649	1455	783
650	1456	780
651	1458	778
652	1460	776
653	1461	773
654	1463	770
655	1465	768
656	1467	766
657	1469	763
658	1471	761
659	1472	758
660	1474	756
661	1475	753
662	1477	750
663	1479	748
664	1480	746
665	1482	743
666	1495	746
667	1497	744
668	1499	741
669	1500	739
670	1502	736
671	1505	734
672	1507	732
673	1508	729
674	1514	729
675	1525	731
676	1527	728
677	1529	726
678	1531	723
679	1532	721
680	1534	718
681	1537	716
682	1538	714
683	1540	711
684	1541	709
685	1543	706
686	1545	704
687	1547	701
688	1548	699
689	1550	696
690	1551	693
691	1553	691
692	1555	689
693	1558	687
694	1560	684
695	1562	682
696	1564	680
697	1566	677
698	1568	675
699	1569	672
700	1571	670
701	1573	667
702	1574	665
703	1576	662
704	1578	660
705	1580	658
706	1582	655
707	1584	653
708	1586	651
709	1588	648
710	1595	648
711	1597	646
712	1598	643
713	1600	641
714	1608	641
715	1610	638
716	1613	636
717	1615	634
718	1616	631
719	1619	629
720	1622	627
721	1628	626
722	1631	624
723	1633	622
724	1634	620
725	1641	619
726	1645	617
727	1647	615
728	1650	613
729	1652	611
730	1654	608
731	1656	606
732	1658	604
733	1660	601
734	1662	599
735	1666	597
736	1668	595
737	1670	593
738	1672	590
739	1673	588
740	1674	585
741	1679	583
742	1680	581
743	1682	578
744	1684	576
745	1685	573
746	1689	572
747	1691	569
748	1692	567
749	1693	564
750	1695	562
751	1697	559
752	1699	557
753	1700	554
754	1701	552
755	1704	550
756	1706	547
757	1714	547
758	1716	544
759	1718	542
760	1724	541
761	1728	540
762	1731	537
763	1735	535
764	1736	533
765	1737	530
766	1740	528
767	1741	526
768	1743	523
769	1745	521
770	1746	518
771	1748	516
772	1750	514
773	1755	512
774	1757	510
775	1759	507
776	1761	505
777	1762	502
778	1764	500
779	1765	498
780	1767	495
781	1770	493
782	1772	491
783	1787	492
784	1792	491
785	1794	488
786	1798	486
787	1801	484
788	1802	482
789	1804	479
790	1805	477
791	1807	474
792	1810	472
793	1811	470
794	1813	467
795	1815	465
796	1816	462
797	1818	460
798	1823	458
799	1825	456
800	1826	453
801	1829	451
802	1830	449
803	1832	446
804	1834	444
805	1835	441
806	1837	439
807	1839	437
808	1840	434
809	1846	433
810	1848	430
811	1850	428
812	1852	425
813	1853	423
814	1855	421
815	1858	419
816	1860	416
817	1861	414
818	1866	412
819	1868	410
820	1871	408
821	1873	405
822	1874	403
823	1876	400
824	1877	398
825	1879	395
826	1881	393
827	1883	391
828	1884	388
829	1887	386
830	1889	384
831	1891	381
832	1892	379
833	1894	377
834	1896	374
835	1897	372
836	1898	369
837	1902	367
838	1904	365
839	1905	363
840	1910	361
841	1911	358
842	1913	356
843	1915	354
844	1916	351
845	1918	349
846	1920	346
847	1921	344
848	1923	342
849	1924	339
850	1926	337
851	1927	334
852	1930	332
853	1932	330
854	1934	328
855	1936	325
856	1937	323
857	1939	320
858	1940	318
859	1941	316
860	1943	313
861	1945	311
862	1947	309
863	1948	306
864	1950	304
865	1953	302
866	1955	299
867	1957	297
868	1958	295
869	1960	292
870	1961	290
871	1963	288
872	1965	285
873	1966	283
874	1967	281
875	1969	278
876	1971	276
877	1972	274
878	1975	271
879	1977	269
880	1979	267
881	1980	265
882	1982	262
883	1984	260
884	1985	258
885	1987	255
886	1988	253
887	1990	251
888	1991	248
889	1993	246
890	1995	244
891	1997	241
892	1999	239
893	2000	237
894	2002	234
895	2003	232
896	2005	230
897	2012	228
898	2014	226
899	2015	223
900	2017	221
901	2019	219
902	2021	217
903	2023	214
904	2025	212
905	2028	210
906	2030	208
907	2031	205
908	2033	203
909	2035	201
910	2036	198
911	2038	196
912	2039	194
913	2042	192
914	2045	190
915	2047	187
916	2049	185
917	2051	183
918	2052	180
919	2053	178
920	2055	176
921	2056	173
922	2057	171
923	2058	169
924	2060	167
925	2062	164
926	2064	162
927	2066	160
928	2068	158
929	2070	155
930	2071	153
931	2074	151
932	2075	149
933	2077	146
934	2079	144
935	2081	142
936	2082	140
937	2088	138
938	2089	135
939	2091	133
940	2093	131
941	2094	128
942	2096	126
943	2097	124
944	2099	122
945	2100	119
946	2102	117
947	2103	115
948	2105	113
949	2107	110
950	2110	108
951	2112	106
952	2113	104
953	2115	101
954	2116	99
955	2118	97
956	2120	95
957	2121	93
958	2122	90
959	2124	88
960	2125	86
961	2127	84
962	2131	81
963	2133	79
964	2134	77
965	2136	75
966	2137	72
967	2139	70
968	2141	68
969	2142	66
970	2143	64
971	2145	61
972	2147	59
973	2148	57
974	2149	55
975	2152	52
976	2154	50
977	2155	48
978	2157	46
979	2158	44
980	2160	41
981	2161	39
982	2163	37
983	2164	35
984	2166	32
985	2168	30
986	2169	28
987	2171	26
988	2174	24
989	2175	21
990	2177	19
991	2178	17
992	2180	15
993	2181	13
994	2183	10
995	2185	8
996	2186	6
997	2188	4
998	2190	2
999	2192	0
